Feature,CompGroup(C),BaseGroup(B),NumSamplesInC,NumSamplesInB,SignedFC,Tstatistic,Parameter,Pvalue,95%Conf.Int.1,95%Conf.Int.2,MeanC,MeanB,NullValue-DifferenceInMeans,Alternative,Method,FDR
X3937294_LOC150197,Relapse,RelapseFree,20,20,1.4781872140677,4.82005182614907,37.6001923600537,2.37634433523165e-05,0.326941331748361,0.800716668251639,4.6342375,4.0704085,0,two.sided,Welch Two Sample t-test,0.424914130582771
X2947877_UBD,Relapse,RelapseFree,20,20,-2.11720431588832,-4.22718661614086,35.9700999641506,0.00015472913244283,-1.60136789851009,-0.562953101489906,4.825956,5.9081165,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3925473_SAMSN1,Relapse,RelapseFree,20,20,-1.21430892868615,-4.25784944981557,31.8908534210253,0.000169748009516866,-0.414168877513081,-0.146102122486919,2.3369975,2.617133,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2452311_TMEM81,Relapse,RelapseFree,20,20,1.53431850599501,3.95052667690705,37.963214666789,0.000327310206984938,0.30110815585751,0.93408784414249,3.8216895,3.2040915,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2638988_PARP15,Relapse,RelapseFree,20,20,-1.24071649859497,-3.8269327567289,37.2201784731657,0.000480558802002618,-0.475893281529322,-0.146453718470678,1.911149,2.2223225,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2492783_THNSL2,Relapse,RelapseFree,20,20,1.3440739347554,3.75189414109491,37.964399645311,0.000585694463138021,0.196419850946968,0.656805149053034,5.574462,5.1478495,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3069082_TFEC,Relapse,RelapseFree,20,20,-1.22556202497335,-3.77037225147447,31.9249192124038,0.000666248097884696,-0.451990175391818,-0.134896824608182,2.3468375,2.640281,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2382898_LBR,Relapse,RelapseFree,20,20,1.28694955066641,3.67495789654738,37.782698534694,0.000734947970200819,0.163428420499457,0.564482579500544,4.630815,4.2668595,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3672528_,Relapse,RelapseFree,20,20,1.44456187473587,3.67880729505017,36.8537604778216,0.000743996137059705,0.238334387950085,0.822929612049914,3.0668715,2.5362395,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2940202_F13A1,Relapse,RelapseFree,20,20,1.69497500644206,3.61723388045573,37.7320431318566,0.000868396471665163,0.335121280374821,1.18740671962518,4.7037925,3.9425285,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3617712_GJD2,Relapse,RelapseFree,20,20,1.40083496581002,3.57184572746204,37.9958528408833,0.000982660167858913,0.210675966239244,0.761898033760756,4.594696,4.108409,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3257268_IFIT5,Relapse,RelapseFree,20,20,-1.5278887495782,-3.51734064161123,36.3091698705513,0.00119090370158333,-0.964048150173727,-0.259030849826272,3.844637,4.4561765,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2497119_IL18R1,Relapse,RelapseFree,20,20,-1.24891344887503,-3.61036188213126,27.5699277855859,0.00120131513131234,-0.502741627877063,-0.138605372122937,1.915097,2.2357705,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2783916_TNIP3,Relapse,RelapseFree,20,20,-1.62178266833813,-3.56062767176191,30.3744300878175,0.00124166756202561,-1.09748565810284,-0.297675341897157,3.4137085,4.111289,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3420442_IRAK3,Relapse,RelapseFree,20,20,-1.51441698831199,-3.6741343337286,23.1674426496566,0.00124767145591196,-0.935750567459802,-0.261774432540199,2.325067,2.9238295,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2891241_DUSP22,Relapse,RelapseFree,20,20,1.34191612473941,3.48757207401647,36.9514632698543,0.00127618041210905,0.177779039184588,0.670809960815411,6.1772005,5.752906,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2693332_ALG1L,Relapse,RelapseFree,20,20,1.51780978435437,3.47524018914843,37.9967869216515,0.00129245176210241,0.251318705419398,0.952663294580602,3.3307635,2.7287725,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2773958_CXCL10,Relapse,RelapseFree,20,20,-1.75443317785716,-3.60509972914178,25.48567423054,0.00132646206487083,-1.27387251774632,-0.348137482253683,2.27209,3.083095,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3167553_IL11RA,Relapse,RelapseFree,20,20,1.13840507617304,3.43722214185021,37.9348817844608,0.00144022271264275,0.0768636002027407,0.297164399797258,5.1805355,4.9935215,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3735089_LOC643008,Relapse,RelapseFree,20,20,1.25604007905246,3.43603646981079,35.2378794856646,0.00152961392051666,0.134616259108796,0.523148740891203,6.3243515,5.995469,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3210108_C9orf40,Relapse,RelapseFree,20,20,-1.20229631253984,-3.41098002264719,37.2234934958569,0.00157205038024653,-0.423646733156085,-0.107938266843914,5.393298,5.6590905,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2670975_CYP8B1,Relapse,RelapseFree,20,20,1.21145431455882,3.40736987657983,37.4323364807956,0.00158136975134338,0.112240694694816,0.441239305305184,4.5623145,4.2855745,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2421995_GBP4,Relapse,RelapseFree,20,20,-1.55736056460309,-3.53276387462613,25.0833246909754,0.00162036869330665,-1.01162594227479,-0.266580057725205,2.9233525,3.5624555,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2688605_GCET2,Relapse,RelapseFree,20,20,1.49498602676368,3.39952874857103,36.5131242462502,0.00164636628629466,0.234205117019135,0.926058882980865,5.421139,4.841007,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3900833_FOXA2,Relapse,RelapseFree,20,20,1.17298657369201,3.39098101670946,34.3690471789762,0.001764805124445,0.092288264032715,0.368084735967286,5.648398,5.4182115,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2947948_SUMO2,Relapse,RelapseFree,20,20,-1.42148955673606,-3.50935080002075,23.6214564275922,0.0018310683685313,-0.806067905135643,-0.208739094864357,1.150113,1.6575165,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3454006_FMNL3,Relapse,RelapseFree,20,20,-1.18927306047581,-3.32262676527481,35.6266870201204,0.00207065994737376,-0.402781576595604,-0.0973784234043952,4.3990925,4.6491725,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2732508_CXCL13,Relapse,RelapseFree,20,20,-1.37485455032354,-3.29306530592115,37.3342179920015,0.00217413154405004,-0.741783731404323,-0.176774268595677,2.0264575,2.4857365,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2704143_WDR49,Relapse,RelapseFree,20,20,-1.14621763662376,-3.37055851510807,28.1177024715993,0.00219546761801488,-0.316509958185014,-0.0772520418149868,2.1220345,2.3189155,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2523855_CTLA4,Relapse,RelapseFree,20,20,-1.27229436581434,-3.34522823236634,30.0646658707502,0.00221704461018832,-0.559522014840955,-0.135342985159045,3.7267655,4.074198,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3922793_PDE9A,Relapse,RelapseFree,20,20,1.62938891675553,3.39813141141965,23.2623286273595,0.00244204881611984,0.275827547226556,1.13283445277344,5.784557,5.080226,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3531163_COCH,Relapse,RelapseFree,20,20,-1.22432323846843,-3.30737039975732,29.6498844896345,0.00247451251534957,-0.472371708907301,-0.111597291092699,3.276142,3.5681265,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3104489_STMN2,Relapse,RelapseFree,20,20,1.66778058643109,3.26505721827105,33.3396036572039,0.0025344597741939,0.278290354355901,1.1975686456441,4.988611,4.2506815,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3318890_ILK,Relapse,RelapseFree,20,20,1.51105900806489,3.21432327450786,37.5285448265545,0.00268779451563756,0.220319032386331,0.970800967613669,7.124708,6.529148,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3029434_OR2F2,Relapse,RelapseFree,20,20,-1.29705530875986,-3.2256538543788,34.7734463257387,0.0027365198420267,-0.611457272200521,-0.139022727799479,2.9946305,3.3698705,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2840238_C5orf58,Relapse,RelapseFree,20,20,-1.20964817327788,-3.26076325046238,30.2215558831444,0.00275248123506086,-0.44651354956296,-0.10266145043704,3.365211,3.6397985,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2783099_TRAM1L1,Relapse,RelapseFree,20,20,-1.25926550969216,-3.20849663323269,34.4735059017476,0.0028813292031265,-0.5431319412974,-0.1220330587026,3.6092005,3.941783,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2875348_IRF1,Relapse,RelapseFree,20,20,-1.34640925624353,-3.22181343419848,32.444648776629,0.00289658000876497,-0.70027272488871,-0.157961275111289,5.1149195,5.5440365,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3656800_ZNF646,Relapse,RelapseFree,20,20,1.1602422010573,3.17343466033964,37.3473952124111,0.00301206364924332,0.0775610510429031,0.351290948957098,5.0429715,4.8285455,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2453881_IRF6,Relapse,RelapseFree,20,20,1.40031995306457,3.16751263418419,36.8452590291412,0.00308539614446383,0.174984036264292,0.796528963735708,5.847209,5.3614525,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3358897_KRTAP5.2,Relapse,RelapseFree,20,20,1.52420135182078,3.18000243236824,34.1450784914864,0.00312757913489092,0.219525488353935,0.996581511646064,5.788091,5.1800375,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2523874_ICOS,Relapse,RelapseFree,20,20,-1.32039584149364,-3.15004822428621,37.9192308722824,0.00318038201003184,-0.658674212953376,-0.143266787046624,2.6541975,3.055168,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2434746_FAM63A,Relapse,RelapseFree,20,20,1.2401541866183,3.14653936045792,37.9788228315037,0.00320781848658852,0.110736404146879,0.51030259585312,5.144956,4.8344365,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3872560_ZNF256,Relapse,RelapseFree,20,20,-1.33655944082255,-3.15192348967966,34.3041552367285,0.00335938095830899,-0.68828480317205,-0.148763196827949,4.3062585,4.7247825,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3843275_ZNF419,Relapse,RelapseFree,20,20,-1.23991008158227,-3.13809110631516,36.2240586699417,0.00337275273610004,-0.510692284796834,-0.109778715203166,3.2381435,3.548379,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2717091_CNO,Relapse,RelapseFree,20,20,-1.15812662456659,-3.1267732429715,37.538533482895,0.00340600590651789,-0.348971373751902,-0.0746146262480986,4.197115,4.408908,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3487824_SERP2,Relapse,RelapseFree,20,20,1.18271789559477,3.11391286058402,37.842543947121,0.00350999052260307,0.0846883156359381,0.399523684364061,4.1673535,3.9252475,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3108526_MATN2,Relapse,RelapseFree,20,20,1.66021145038209,3.11259809943669,36.3635733712305,0.00360233153785065,0.254991249964915,1.20774275003509,5.6601175,4.9287505,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3916290_FLJ42200,Relapse,RelapseFree,20,20,-1.25071796444549,-3.19944390354553,25.8067092438494,0.00362879656821584,-0.530191740661484,-0.115321259338517,1.750051,2.0728075,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3835565_ZNF233,Relapse,RelapseFree,20,20,-1.17274065114331,-3.09401471113685,37.9644948693338,0.00369620634170149,-0.38030025996611,-0.0794677400338905,2.769752,2.999636,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3635903_LOC388152,Relapse,RelapseFree,20,20,2.50901657243828,3.23527834157281,22.0060936321785,0.00380119922680347,0.476425986786735,2.17781801321327,5.7697825,4.4426605,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2964052_SFRS13B,Relapse,RelapseFree,20,20,-1.16786741658906,-3.12734174095932,30.8958537836076,0.00382786148666439,-0.369898764549577,-0.0778542354504239,3.575461,3.7993375,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3651057_C16orf62,Relapse,RelapseFree,20,20,1.43932411226042,3.10355295714467,34.1118825249399,0.00382936511566291,0.181400265411582,0.869382734588418,5.296505,4.7711135,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3870195_ZNF677,Relapse,RelapseFree,20,20,-1.27933092947876,-3.11356319980643,32.6643621299645,0.00382949962560827,-0.587704592242419,-0.123074407757581,1.660004,2.0153935,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3919860_DOPEY2,Relapse,RelapseFree,20,20,1.21787198986564,3.10013816368138,32.886775240211,0.00394931731896846,0.0977206462171484,0.47100435378285,4.88132,4.5969575,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2698996_PCOLCE2,Relapse,RelapseFree,20,20,-1.2049435001402,-3.065691990581,37.6417173739855,0.00400552503979946,-0.44662928225941,-0.0913017177405906,3.71092,3.9798855,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2982630_LPAL2,Relapse,RelapseFree,20,20,-1.22057377634979,-3.08866767964891,33.5233214925975,0.00402279962915351,-0.476863597173627,-0.0982554028263732,2.8020585,3.089618,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3514639_DHRS12,Relapse,RelapseFree,20,20,1.16836091351865,3.08293349798646,34.3755450597423,0.00402419076298814,0.0765661920596181,0.372405807940381,5.0149015,4.7904155,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2810015_DDX4,Relapse,RelapseFree,20,20,-1.18999787723551,-3.08262813183547,33.0965799426233,0.00411772766893552,-0.416572011799278,-0.0853459882007219,2.44593,2.696889,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3577246_MOAP1,Relapse,RelapseFree,20,20,1.24469390630154,3.04888008432066,37.9888554941613,0.00416907346053873,0.10611019963727,0.52547180036273,5.460447,5.144656,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2869096_SLCO4C1,Relapse,RelapseFree,20,20,-1.1736339419265,-3.05282933254604,35.3138524893806,0.00428965053905508,-0.384535293741195,-0.0774297062588045,2.412625,2.6436075,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2917951_FHL5,Relapse,RelapseFree,20,20,-1.21562478926498,-3.05386402676303,34.5461902828545,0.00433042231540122,-0.469049501055189,-0.094346498944812,1.7479395,2.0296375,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3792656_CCDC102B,Relapse,RelapseFree,20,20,-1.44651772346162,-3.0313370113743,36.6184138380925,0.00445203170092818,-0.88869662811453,-0.176471371885469,3.662221,4.194805,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3318731_DNHD1,Relapse,RelapseFree,20,20,1.23066704860162,3.04401118577327,34.1756351488563,0.00447008302596435,0.0995656961722713,0.499315303827728,4.2859025,3.986462,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2678400_ACOX2,Relapse,RelapseFree,20,20,1.34897115544729,3.11331458123287,25.3528206518903,0.00454459529906023,0.146374667822829,0.717344332177171,4.6801675,4.248308,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3445028_GPR19,Relapse,RelapseFree,20,20,1.55592336069776,3.03361954354713,34.172399337342,0.00459293967346018,0.210602798733734,1.06493920126627,3.0907545,2.4529835,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2402493_PAFAH2,Relapse,RelapseFree,20,20,1.21457324962001,3.01446579317248,37.2539157775465,0.00461375563815044,0.0919869341486159,0.468912065851383,5.09986,4.8194105,0,two.sided,Welch Two Sample t-test,0.998325515159334
X4030259_TMSB4Y,Relapse,RelapseFree,20,20,1.54390234279326,3.00780185514042,37.9745268635347,0.0046508436059014,0.204852963448062,1.04831003655194,4.948838,4.3222565,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3218151_GRIN3A,Relapse,RelapseFree,20,20,-1.18199669370695,-3.00916110560305,37.4415021476067,0.00466701184150539,-0.403588803268078,-0.0788631967319215,3.2912245,3.5324505,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2487063_GKN1,Relapse,RelapseFree,20,20,-1.18552821608882,-3.08007213180489,27.3562798358966,0.00467566848614741,-0.408993419195487,-0.0820665808045123,1.8857025,2.1312325,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2324084_CDA,Relapse,RelapseFree,20,20,1.39044579123984,3.03116667408439,32.6676688319929,0.00474021994958998,0.156237209246543,0.794857790753458,4.262946,3.7873985,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2570291_NCRNA00116,Relapse,RelapseFree,20,20,-1.12839525156561,-3.00288653786374,37.0292550104757,0.00477141843161524,-0.291859430131661,-0.0566855698683391,3.698669,3.8729415,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3454157_FAIM2,Relapse,RelapseFree,20,20,1.27406333744396,3.01162534560029,35.1382929718107,0.00479120735192509,0.113917985478305,0.584956014521695,5.6871885,5.3377515,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3203569_AQP3,Relapse,RelapseFree,20,20,1.24776219146792,3.00349560235953,35.5331589051117,0.00486540705605877,0.103609970109355,0.535076029890645,5.6249585,5.3056155,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2815424_FUNDC2,Relapse,RelapseFree,20,20,-1.30954079188798,-2.99539057156699,36.9721738458658,0.00487025622606719,-0.652242870388524,-0.125879129611476,3.0625035,3.4515645,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2773387_CXCL3,Relapse,RelapseFree,20,20,-1.34030189896618,-3.01696182900421,32.4126106321492,0.00493838329979549,-0.707710088142494,-0.137405911857506,5.7821105,6.2046685,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2372719_RGS18,Relapse,RelapseFree,20,20,-1.24055052986208,-3.02687085832228,30.868378365065,0.00495230750652005,-0.520556187741725,-0.101404812258276,2.356168,2.6671485,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3413787_TUBA1C,Relapse,RelapseFree,20,20,-1.28149779831435,-2.97970729703931,37.8662780147207,0.00501625759837888,-0.600967299410374,-0.114694700589624,8.708113,9.065944,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2373842_PTPRC,Relapse,RelapseFree,20,20,-1.40439668895787,-3.03394118203714,28.6988329783644,0.00508460662620259,-0.820384807136785,-0.159516192863214,3.705397,4.1953475,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3056320_WBSCR27,Relapse,RelapseFree,20,20,1.17320774477621,2.9704854725046,37.7427057483372,0.0051476505742975,0.0733652191039618,0.387551780896038,5.5813465,5.350888,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2652669_,Relapse,RelapseFree,20,20,-1.24541149474712,-3.05208090058886,26.2364974218358,0.0051528538365565,-0.52976936074385,-0.10347563925615,1.5634775,1.8801,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3201199_IFNA7,Relapse,RelapseFree,20,20,-1.49036066197254,-3.02632847048383,28.6876309126899,0.00518348772190436,-0.964884639428399,-0.186438360571601,2.099023,2.6746845,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3912079_SYCP2,Relapse,RelapseFree,20,20,-1.3771808259722,-3.09905458837001,22.2861804801357,0.00518385802005046,-0.770467680597019,-0.152968319402981,1.8152535,2.2769715,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2737596_BANK1,Relapse,RelapseFree,20,20,-1.18443415616412,-2.96231009557641,37.8118456631187,0.00525489297510862,-0.411106185183338,-0.0772898148166621,2.9808835,3.2250815,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3555590_OR6S1,Relapse,RelapseFree,20,20,1.31569492055982,2.96845134706004,36.112446492619,0.00528775963021679,0.125420189882446,0.666229810117554,3.9149135,3.5190885,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2773972_CXCL11,Relapse,RelapseFree,20,20,-3.15167659018711,-2.97410484710269,34.937899045841,0.0052979675250268,-2.78664957156761,-0.525589428432393,3.414684,5.0708035,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3598758_SMAD6,Relapse,RelapseFree,20,20,-1.1508972196486,-2.96208950818985,36.8251835211718,0.00532508130839955,-0.341476820007868,-0.0640411799921326,4.4145105,4.6172695,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3841231_PRPF31,Relapse,RelapseFree,20,20,-1.1897929212347,-2.95563077807404,37.9778686979345,0.0053368633281829,-0.422432417946499,-0.0789885820534999,5.336598,5.5873085,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3373383_OR5T2,Relapse,RelapseFree,20,20,1.35154542387931,2.94379831838623,36.4736463286129,0.00561113901882644,0.135325684475398,0.733894315524603,2.5182975,2.0836875,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2439554_AIM2,Relapse,RelapseFree,20,20,-1.58109494022,-3.03401198515156,24.6332163687343,0.00562033399972457,-1.10990933803409,-0.211938661965912,2.896731,3.557655,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2731381_CXCL1,Relapse,RelapseFree,20,20,-1.73730252562655,-2.92035539347769,37.7344756100128,0.00587065988852896,-1.34935343714294,-0.244344562857058,8.366394,9.163243,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3955070_GSTTP1,Relapse,RelapseFree,20,20,1.26357254889679,2.91986981672996,37.78815191409,0.0058743039532636,0.103465171712685,0.571551828287315,6.079554,5.7420455,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3911485_APCDD1L,Relapse,RelapseFree,20,20,1.17495784754504,2.92052271913006,37.5029999437827,0.00588459636840576,0.0713031773034562,0.393914822696544,5.573352,5.340743,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3688178_ZNF668,Relapse,RelapseFree,20,20,-1.21875108227122,-2.92853924089053,35.1856340872145,0.00593921038706025,-0.483212239282337,-0.0875947607176633,4.6012945,4.886698,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2903219_,Relapse,RelapseFree,20,20,-2.04413998920266,-2.94533945788431,31.5546389747271,0.0060139868849061,-1.74524811616584,-0.317739883834163,4.172496,5.20399,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2772805_GC,Relapse,RelapseFree,20,20,-1.13884546924035,-2.91633736631215,36.5832157572526,0.00601739659724541,-0.317942095739752,-0.0572019042602478,2.323548,2.51112,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2701018_GPR171,Relapse,RelapseFree,20,20,-1.19879959369785,-2.90411422000221,37.9702853037703,0.00610741725441121,-0.44394417181153,-0.07923682818847,2.8715545,3.133145,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3061456_SAMD9L,Relapse,RelapseFree,20,20,-1.43778753366994,-2.89507271537091,37.4199755604268,0.00629345791712007,-0.8903421485005,-0.1573588514995,4.11079,4.6346405,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2926437_MGC34034,Relapse,RelapseFree,20,20,-1.16716861902637,-2.89443449469093,36.0488535798194,0.00641110472025848,-0.379268063370309,-0.0667579366296921,2.128694,2.351707,0,two.sided,Welch Two Sample t-test,0.998325515159334
X4027302_DNASE1L1,Relapse,RelapseFree,20,20,1.09715929211572,2.87909328764568,37.8842690453531,0.00652428548743957,0.0397029495709284,0.227843050429073,4.79419,4.660417,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3898913_LOC100131642,Relapse,RelapseFree,20,20,1.54658111306985,2.88075631436536,37.3385873433513,0.00653753914085374,0.186749986820729,1.07141501317927,3.3904865,2.761404,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3737274_RNF213,Relapse,RelapseFree,20,20,-1.37702046435622,-2.87552055906805,35.0017816500266,0.00682131564116108,-0.787402168361155,-0.135697831638845,6.391084,6.852634,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3070499_RNF133,Relapse,RelapseFree,20,20,-1.25296967651646,-2.87337376713151,35.0443437188729,0.00685498534378538,-0.555209791377404,-0.0954932086225961,2.0521405,2.377492,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2636483_SIDT1,Relapse,RelapseFree,20,20,1.59638098536939,2.89055861239965,31.1422265197212,0.00694869291530017,0.198765816549827,1.15084418345017,5.296241,4.621436,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3355145_ST3GAL4,Relapse,RelapseFree,20,20,1.50946677299191,2.95666698007259,23.4767745933301,0.00697725534741107,0.178881035502785,1.00919696449722,5.6793275,5.0852885,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2514365_BBS5,Relapse,RelapseFree,20,20,-1.18942021449555,-2.85285871787346,37.8918466768119,0.0069819210018963,-0.427859071350755,-0.0726579286492454,2.4968865,2.747145,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3752271_EVI2A,Relapse,RelapseFree,20,20,-1.21923903684065,-2.85572748020066,36.1634604458229,0.00707110826282643,-0.489048463414977,-0.0829135365850229,2.417501,2.703482,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3397003_KIRREL3,Relapse,RelapseFree,20,20,1.12266655952533,2.84648697310429,36.7799522284315,0.00718773097543988,0.0480813841961301,0.285777615803869,4.6246895,4.45776,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2982028_RSPH3,Relapse,RelapseFree,20,20,1.16687215098795,2.84078764688557,37.8400474907103,0.00720679380715728,0.0639627449934067,0.381330255006595,6.0909665,5.86832,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3765848_TBC1D3P2,Relapse,RelapseFree,20,20,-1.47925677228262,-2.84858883230348,35.6419748762998,0.00724737073328937,-0.967181961496779,-0.162563038503221,1.8173015,2.382174,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3687435_TBX6,Relapse,RelapseFree,20,20,1.13738800918902,2.83249911611992,37.952318839341,0.00735320526538909,0.0529812611853035,0.318467738814697,4.9560415,4.770317,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2911226_BEND6,Relapse,RelapseFree,20,20,-1.23593168346687,-2.85818679904369,30.3714686316891,0.00762680216726847,-0.523848023571438,-0.0873499764285624,2.152216,2.457815,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2337407_PCSK9,Relapse,RelapseFree,20,20,1.10422640091031,2.82399851210704,36.4981626911631,0.00763825159446553,0.0403613585115742,0.245710641488425,5.553921,5.410885,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2886595_LCP2,Relapse,RelapseFree,20,20,-1.26293334615062,-2.84122015527473,32.872993323439,0.00765835241805523,-0.577971210523645,-0.0955857894763543,5.501457,5.8382355,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3948528_UPK3A,Relapse,RelapseFree,20,20,1.22593033632831,2.81901222630825,37.14551263295,0.00767975679339295,0.0826779741815747,0.505076025818426,4.5880945,4.2942175,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2779543_EMCN,Relapse,RelapseFree,20,20,-1.20606361031853,-2.86559837542033,28.875060077934,0.00768506486054833,-0.463264570701168,-0.0773474292988327,2.7317095,3.0020155,0,two.sided,Welch Two Sample t-test,0.998325515159334
X2746507_,Relapse,RelapseFree,20,20,-1.24378144499508,-2.84417095959243,31.2461612699644,0.0077869295337389,-0.540351393850217,-0.0891146061497829,1.668595,1.983328,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3957790_PIK3IP1,Relapse,RelapseFree,20,20,1.17892954272644,2.80853985704472,37.5732926320518,0.00785147081381062,0.0662399715750132,0.408715028424986,4.528999,4.2915215,0,two.sided,Welch Two Sample t-test,0.998325515159334
X3555850_OR5AU1,Relapse,RelapseFree,20,20,1.43144476271978,2.79856313887308,37.3384420582371,0.00807449136353086,0.142930811934453,0.892013188065546,3.715794,3.198322,0,two.sided,Welch Two Sample t-test,0.998325515159334
