Feature,CompGroup.C.,BaseGroup.B.,NumSamplesInC,NumSamplesInB,SignedFC,Tstatistic,Parameter,Pvalue,X95.Conf.Int.1,X95.Conf.Int.2,MeanC,MeanB,NullValue.DifferenceInMeans,Alternative,Method,FDR
X2675998_TLR9,Relapse,RelapseFree,20,20,1.195145279,2.447412547,33.8346361,0.019735484,0.043589422,0.470782578,5.2330285,4.9758425,0,two.sided,Welch Two Sample t-test,0.998325515
X3257204_IFIT3,Relapse,RelapseFree,20,20,-1.845319977,-2.455584178,31.01044342,0.019870416,-1.61797012,-0.14977188,4.3751475,5.2590185,0,two.sided,Welch Two Sample t-test,0.998325515
X3671695_WFDC1,Relapse,RelapseFree,20,20,1.218251079,2.43113493,37.93757822,0.019886554,0.047637542,0.521985458,5.289378,5.0045665,0,two.sided,Welch Two Sample t-test,0.998325515
X2449536_F13B,Relapse,RelapseFree,20,20,-1.210123257,-2.454632701,31.04870058,0.01990672,-0.503760344,-0.046547656,1.558202,1.833356,0,two.sided,Welch Two Sample t-test,0.998325515
X3258671_PDE6C,Relapse,RelapseFree,20,20,-1.120861483,-2.469271508,27.88951659,0.019929774,-0.301184472,-0.028031528,1.8922855,2.0568935,0,two.sided,Welch Two Sample t-test,0.998325515
X2780296_TACR3,Relapse,RelapseFree,20,20,-1.182639198,-2.467864665,28.02130372,0.019961798,-0.442879213,-0.041140787,2.2576975,2.4997075,0,two.sided,Welch Two Sample t-test,0.998325515
X2534483_RBM44,Relapse,RelapseFree,20,20,-1.229853524,-2.494197209,23.76279843,0.019987927,-0.545608676,-0.051364324,1.5247965,1.823283,0,two.sided,Welch Two Sample t-test,0.998325515
X3957816_PATZ1,Relapse,RelapseFree,20,20,1.114155423,2.429806528,37.00610802,0.02007707,0.025905592,0.285995408,4.441671,4.2857205,0,two.sided,Welch Two Sample t-test,0.998325515
X3840666_VN1R2,Relapse,RelapseFree,20,20,1.236014784,2.429523052,36.3398016,0.020186042,0.050592846,0.560799154,2.984422,2.678726,0,two.sided,Welch Two Sample t-test,0.998325515
X3164312_ACER2,Relapse,RelapseFree,20,20,1.22167285,2.438467763,33.52447323,0.020206397,0.047994884,0.529721116,3.5174065,3.2285485,0,two.sided,Welch Two Sample t-test,0.998325515
X3239760_APBB1IP,Relapse,RelapseFree,20,20,-1.129743299,-2.438510117,33.47540303,0.020212807,-0.322753235,-0.029236765,3.3199145,3.4959095,0,two.sided,Welch Two Sample t-test,0.998325515
X3891723_C20orf197,Relapse,RelapseFree,20,20,-1.134839679,-2.431426576,35.52876309,0.020216433,-0.334775375,-0.030201625,3.3622655,3.544754,0,two.sided,Welch Two Sample t-test,0.998325515
X3330864_OR5AS1,Relapse,RelapseFree,20,20,-1.194172292,-2.433701074,34.66527008,0.020243352,-0.46964012,-0.04238188,1.388031,1.644042,0,two.sided,Welch Two Sample t-test,0.998325515
X2346575_BRDT,Relapse,RelapseFree,20,20,-1.134611585,-2.437621814,33.51752674,0.020247613,-0.33417791,-0.03021909,2.1014665,2.283665,0,two.sided,Welch Two Sample t-test,0.998325515
X4051723_ENTPD8,Relapse,RelapseFree,20,20,1.13796722,2.434986659,33.81803864,0.020321588,0.030809115,0.342108885,5.7660145,5.5795555,0,two.sided,Welch Two Sample t-test,0.998325515
X4000132_TRAPPC2,Relapse,RelapseFree,20,20,-1.253800665,-2.47206583,25.81416397,0.020350858,-0.597729084,-0.054886916,1.495564,1.821872,0,two.sided,Welch Two Sample t-test,0.998325515
X2657250_LPP,Relapse,RelapseFree,20,20,1.381959178,2.419674591,37.95942622,0.020432457,0.076229316,0.857200684,7.1885195,6.7218045,0,two.sided,Welch Two Sample t-test,0.998325515
X2951500_TEAD3,Relapse,RelapseFree,20,20,1.196294424,2.418482193,37.98347705,0.020487097,0.042130907,0.475014093,5.5281935,5.269621,0,two.sided,Welch Two Sample t-test,0.998325515
X2463227_RGS7,Relapse,RelapseFree,20,20,-1.168326496,-2.445391409,30.23000144,0.020505427,-0.411828054,-0.037058946,2.890818,3.1152615,0,two.sided,Welch Two Sample t-test,0.998325515
X4045676_S100A13,Relapse,RelapseFree,20,20,1.567648377,2.418778467,37.18642468,0.020582482,0.105364928,1.191839072,10.47685,9.828248,0,two.sided,Welch Two Sample t-test,0.998325515
X3330897_OR8H2,Relapse,RelapseFree,20,20,-1.229065242,-2.432080544,32.91719775,0.020617076,-0.546505262,-0.048617738,2.019756,2.3173175,0,two.sided,Welch Two Sample t-test,0.998325515
X2593733_HSPD1,Relapse,RelapseFree,20,20,-1.286150972,-2.426050389,34.29176211,0.020671258,-0.667091415,-0.059028585,6.3753795,6.7384395,0,two.sided,Welch Two Sample t-test,0.998325515
X3050170_ZPBP,Relapse,RelapseFree,20,20,-1.146802536,-2.423810982,34.32705567,0.020774062,-0.363250861,-0.031983139,2.276402,2.474019,0,two.sided,Welch Two Sample t-test,0.998325515
X2592268_STAT1,Relapse,RelapseFree,20,20,-1.38377943,-2.413408727,35.47756222,0.021099574,-0.862612506,-0.074615494,6.8337295,7.3023435,0,two.sided,Welch Two Sample t-test,0.998325515
X3460467_RPSAP52,Relapse,RelapseFree,20,20,-1.242582378,-2.443564151,27.87878241,0.0211333,-0.576062951,-0.050620049,2.2959115,2.609253,0,two.sided,Welch Two Sample t-test,0.998325515
X2573016_C1QL2,Relapse,RelapseFree,20,20,-1.214849838,-2.419838002,33.23613155,0.021155558,-0.51678264,-0.04477336,3.5102125,3.7909905,0,two.sided,Welch Two Sample t-test,0.998325515
X3723572_MGC57346,Relapse,RelapseFree,20,20,1.165682588,2.413103341,34.93666196,0.021200567,0.035091705,0.407258295,3.76633,3.545155,0,two.sided,Welch Two Sample t-test,0.998325515
X3467637_UHRF1BP1L,Relapse,RelapseFree,20,20,-1.300322069,-2.40795702,35.70582793,0.021335503,-0.698061498,-0.059676502,4.779121,5.15799,0,two.sided,Welch Two Sample t-test,0.998325515
X2729821_TMPRSS11E,Relapse,RelapseFree,20,20,-1.415982073,-2.445339001,26.6676107,0.021365917,-0.923100629,-0.080505371,1.419381,1.921184,0,two.sided,Welch Two Sample t-test,0.998325515
X3351688_UPK2,Relapse,RelapseFree,20,20,1.146990546,2.394561311,37.98586855,0.021679738,0.030583461,0.365123539,5.3750785,5.177225,0,two.sided,Welch Two Sample t-test,0.998325515
X3824963_PGPEP1,Relapse,RelapseFree,20,20,1.263767877,2.392822726,37.92627254,0.021777112,0.051983074,0.623479926,5.3522285,5.014497,0,two.sided,Welch Two Sample t-test,0.998325515
X3190151_SLC25A25,Relapse,RelapseFree,20,20,1.175150881,2.400119707,34.6463075,0.021901969,0.035824546,0.429867454,4.585927,4.353081,0,two.sided,Welch Two Sample t-test,0.998325515
X3695983_CTRL,Relapse,RelapseFree,20,20,1.199229269,2.392611531,37.04581566,0.021913303,0.040150001,0.484064999,4.410012,4.1479045,0,two.sided,Welch Two Sample t-test,0.998325515
X2560229_DQX1,Relapse,RelapseFree,20,20,1.248716089,2.386242647,37.06261259,0.022241137,0.048366198,0.592524802,5.482494,5.1620485,0,two.sided,Welch Two Sample t-test,0.998325515
X2491523_ELMOD3,Relapse,RelapseFree,20,20,1.123328202,2.4158645,28.92256239,0.022242423,0.025723719,0.309835281,4.3014285,4.133649,0,two.sided,Welch Two Sample t-test,0.998325515
X3708508_KCTD11,Relapse,RelapseFree,20,20,1.256039208,2.381714957,37.92183731,0.022355011,0.049322078,0.608440922,4.9253255,4.596444,0,two.sided,Welch Two Sample t-test,0.998325515
X3226340_PTGES2,Relapse,RelapseFree,20,20,-1.126003647,-2.389982467,34.39606783,0.022467752,-0.316733954,-0.025689046,5.531912,5.7031235,0,two.sided,Welch Two Sample t-test,0.998325515
X2880361_JAKMIP2,Relapse,RelapseFree,20,20,-1.140823021,-2.379343838,37.83898441,0.022491717,-0.351817281,-0.028332719,2.349931,2.540006,0,two.sided,Welch Two Sample t-test,0.998325515
X2891644_FOXF2,Relapse,RelapseFree,20,20,-1.197832349,-2.377171575,37.83927248,0.02260678,-0.482235158,-0.038616842,4.7753465,5.0357725,0,two.sided,Welch Two Sample t-test,0.998325515
X2967276_POPDC3,Relapse,RelapseFree,20,20,-1.273584338,-2.371934186,37.0623451,0.022999685,-0.646915951,-0.050873049,2.4014955,2.75039,0,two.sided,Welch Two Sample t-test,0.998325515
X2999640_UBE2D4,Relapse,RelapseFree,20,20,1.127584069,2.367447076,37.77885481,0.023137281,0.02507399,0.32139601,5.744445,5.57121,0,two.sided,Welch Two Sample t-test,0.998325515
X3315024_ADAM8,Relapse,RelapseFree,20,20,1.106737823,2.366708656,37.99461787,0.023146502,0.021161816,0.271465184,5.145599,4.9992855,0,two.sided,Welch Two Sample t-test,0.998325515
X2806468_IL7R,Relapse,RelapseFree,20,20,-1.186226083,-2.377428677,34.0575698,0.023191285,-0.456972572,-0.035785428,3.634767,3.881146,0,two.sided,Welch Two Sample t-test,0.998325515
X3273578_IDI2,Relapse,RelapseFree,20,20,1.233128803,2.37354528,34.90110061,0.023254975,0.043718149,0.560928851,2.9740545,2.671731,0,two.sided,Welch Two Sample t-test,0.998325515
X3940001_CYTSA,Relapse,RelapseFree,20,20,1.247657545,2.36316039,37.87477247,0.023356974,0.045731749,0.592712251,5.6937675,5.3745455,0,two.sided,Welch Two Sample t-test,0.998325515
X3444117_KLRC3,Relapse,RelapseFree,20,20,-1.18301962,-2.400188135,27.32212536,0.023459985,-0.449641609,-0.035306391,1.268921,1.511395,0,two.sided,Welch Two Sample t-test,0.998325515
X3624410_BCL2L10,Relapse,RelapseFree,20,20,1.232094574,2.361878741,37.09173418,0.023542227,0.042817791,0.559408209,3.286438,2.985325,0,two.sided,Welch Two Sample t-test,0.998325515
X3201225_IFNA10,Relapse,RelapseFree,20,20,-1.541845812,-2.372322764,33.41672061,0.023582788,-1.160114931,-0.089202069,1.498746,2.1234045,0,two.sided,Welch Two Sample t-test,0.998325515
X3371928_ARFGAP2,Relapse,RelapseFree,20,20,1.176605757,2.358303737,37.26596511,0.02371336,0.033090777,0.436171223,5.4274215,5.1927905,0,two.sided,Welch Two Sample t-test,0.998325515
X2635812_PLCXD2,Relapse,RelapseFree,20,20,1.130110623,2.355369294,37.65821747,0.023818239,0.024751402,0.328176598,5.1187485,4.9422845,0,two.sided,Welch Two Sample t-test,0.998325515
X3945006_H1F0,Relapse,RelapseFree,20,20,1.303598864,2.35487302,36.65482087,0.023997052,0.053282653,0.711717347,7.197929,6.815429,0,two.sided,Welch Two Sample t-test,0.998325515
X4034193_TTTY11,Relapse,RelapseFree,20,20,1.242220258,2.383583602,28.42041852,0.024056526,0.044181653,0.581660347,3.722297,3.409376,0,two.sided,Welch Two Sample t-test,0.998325515
X3937967_FLJ26056,Relapse,RelapseFree,20,20,1.571212704,2.360883577,33.50779464,0.024195412,0.090438843,1.213318157,4.0254415,3.373563,0,two.sided,Welch Two Sample t-test,0.998325515
X3865511_EML2,Relapse,RelapseFree,20,20,1.178806973,2.349411589,36.95309788,0.024257765,0.032641443,0.442013557,5.636511,5.3991835,0,two.sided,Welch Two Sample t-test,0.998325515
X2453793_LAMB3,Relapse,RelapseFree,20,20,1.195408743,2.345750755,37.32291399,0.024408943,0.035144343,0.479863657,5.4276715,5.1701675,0,two.sided,Welch Two Sample t-test,0.998325515
X2508611_ARHGAP15,Relapse,RelapseFree,20,20,-1.233928243,-2.347288874,36.41634728,0.024461517,-0.565174571,-0.041342429,3.828266,4.1315245,0,two.sided,Welch Two Sample t-test,0.998325515
X3862077_EID2,Relapse,RelapseFree,20,20,-1.233375847,-2.343207096,37.87839393,0.024471285,-0.564079603,-0.041145397,4.9450515,5.247664,0,two.sided,Welch Two Sample t-test,0.998325515
X2896958_FAM8A1,Relapse,RelapseFree,20,20,1.123970757,2.345971744,36.43635403,0.024533247,0.022906394,0.314302606,5.9010165,5.732412,0,two.sided,Welch Two Sample t-test,0.998325515
X3348773_C11orf52,Relapse,RelapseFree,20,20,1.210877147,2.340752817,37.83058382,0.0246187,0.037274077,0.514830923,5.071597,4.7955445,0,two.sided,Welch Two Sample t-test,0.998325515
X3373962_UBE2L6,Relapse,RelapseFree,20,20,-1.265222397,-2.344748166,36.26743549,0.0246299,-0.632872691,-0.045909309,6.3427275,6.6821185,0,two.sided,Welch Two Sample t-test,0.998325515
X2451593_CHI3L1,Relapse,RelapseFree,20,20,-1.156313424,-2.364801608,30.29818135,0.024636727,-0.390412757,-0.028652243,4.144724,4.3542565,0,two.sided,Welch Two Sample t-test,0.998325515
X3623270_SHC4,Relapse,RelapseFree,20,20,-1.118431191,-2.340396552,37.80503916,0.024642905,-0.30117396,-0.02177904,2.6571885,2.818665,0,two.sided,Welch Two Sample t-test,0.998325515
X2627080_C3orf14,Relapse,RelapseFree,20,20,-1.310145463,-2.364002539,29.91097367,0.024770878,-0.72645594,-0.05299806,2.1808825,2.5706095,0,two.sided,Welch Two Sample t-test,0.998325515
X2670874_HHATL,Relapse,RelapseFree,20,20,1.088760023,2.352449859,32.9133524,0.024782413,0.016570451,0.228801549,4.217215,4.094529,0,two.sided,Welch Two Sample t-test,0.998325515
X3634509_CIB2,Relapse,RelapseFree,20,20,-1.208235767,-2.340661206,36.33411881,0.024853624,-0.509285736,-0.036518264,2.9560455,3.2289475,0,two.sided,Welch Two Sample t-test,0.998325515
X3439732_NINJ2,Relapse,RelapseFree,20,20,1.130398534,2.336223983,37.99884133,0.024854927,0.023602607,0.330060393,5.7646725,5.587841,0,two.sided,Welch Two Sample t-test,0.998325515
X2887048_STK10,Relapse,RelapseFree,20,20,1.150315016,2.33355081,37.36161613,0.025105327,0.026667084,0.377390916,5.3413405,5.1393115,0,two.sided,Welch Two Sample t-test,0.998325515
X3360772_FAM160A2,Relapse,RelapseFree,20,20,1.186587919,2.34242322,33.47751876,0.025248981,0.032560081,0.461077919,5.713679,5.46686,0,two.sided,Welch Two Sample t-test,0.998325515
X3815005_GZMM,Relapse,RelapseFree,20,20,1.140390558,2.329345314,37.90509057,0.025269798,0.024798913,0.354257087,5.5912015,5.4016735,0,two.sided,Welch Two Sample t-test,0.998325515
X3886143_SGK2,Relapse,RelapseFree,20,20,1.390684348,2.337042802,34.56476336,0.025361968,0.062302286,0.889287714,5.7083625,5.2325675,0,two.sided,Welch Two Sample t-test,0.998325515
X3016098_TRIM56,Relapse,RelapseFree,20,20,1.105056397,2.326951971,37.88022491,0.025414412,0.018725927,0.269514073,5.806027,5.661907,0,two.sided,Welch Two Sample t-test,0.998325515
X4018729_IL13RA2,Relapse,RelapseFree,20,20,-1.17960472,-2.354023361,29.52767092,0.025427811,-0.445186467,-0.031420533,1.9683165,2.20662,0,two.sided,Welch Two Sample t-test,0.998325515
X3262490_C10orf78,Relapse,RelapseFree,20,20,-1.283755093,-2.326198921,37.97599057,0.025444677,-0.673991533,-0.046748467,2.8087275,3.1690975,0,two.sided,Welch Two Sample t-test,0.998325515
X3396084_VSIG2,Relapse,RelapseFree,20,20,1.485837147,2.352049651,29.82715512,0.025469018,0.075119461,1.067432539,5.7910695,5.2197935,0,two.sided,Welch Two Sample t-test,0.998325515
X2354553_HSD3B1,Relapse,RelapseFree,20,20,1.163139794,2.323851569,37.90940014,0.025593672,0.028080282,0.407968718,3.0706885,2.852664,0,two.sided,Welch Two Sample t-test,0.998325515
X2341645_HHLA3,Relapse,RelapseFree,20,20,1.544977684,2.326416798,36.78851126,0.025613518,0.080883954,1.174288046,5.202108,4.574522,0,two.sided,Welch Two Sample t-test,0.998325515
X3390852_C11orf92,Relapse,RelapseFree,20,20,1.508295391,2.336437309,32.96401669,0.025696804,0.076597506,1.109240494,4.205824,3.612905,0,two.sided,Welch Two Sample t-test,0.998325515
X3671076_HSD17B2,Relapse,RelapseFree,20,20,1.504780439,2.345607824,29.7804964,0.025852821,0.076082635,1.103023365,4.833262,4.243709,0,two.sided,Welch Two Sample t-test,0.998325515
X3811596_SERPINB3,Relapse,RelapseFree,20,20,-1.247024664,-2.370827938,24.47507492,0.02595055,-0.595463499,-0.041516501,1.504457,1.822947,0,two.sided,Welch Two Sample t-test,0.998325515
X2948547_NRM,Relapse,RelapseFree,20,20,1.18812119,2.382151122,22.59603047,0.026030578,0.03251297,0.46485103,4.8280545,4.5793725,0,two.sided,Welch Two Sample t-test,0.998325515
X3361621_RIC3,Relapse,RelapseFree,20,20,-1.108897871,-2.314579754,37.68221491,0.026184228,-0.279592709,-0.018660291,2.2906695,2.439796,0,two.sided,Welch Two Sample t-test,0.998325515
X3975227_MAOA,Relapse,RelapseFree,20,20,1.587739798,2.313838868,37.90872567,0.026194873,0.083387599,1.250561401,6.9883945,6.32142,0,two.sided,Welch Two Sample t-test,0.998325515
X3030873_ZNF862,Relapse,RelapseFree,20,20,1.099961859,2.317824432,36.24816237,0.026214739,0.017210413,0.257696587,5.064287,4.9268335,0,two.sided,Welch Two Sample t-test,0.998325515
X4017961_AMMECR1,Relapse,RelapseFree,20,20,-1.135851712,-2.315873434,36.9126506,0.026225439,-0.344574415,-0.022974585,5.33064,5.5144145,0,two.sided,Welch Two Sample t-test,0.998325515
X2340423_BPA.1,Relapse,RelapseFree,20,20,-1.2417287,-2.319457134,34.43252588,0.026430494,-0.585895904,-0.038804096,1.7908175,2.1031675,0,two.sided,Welch Two Sample t-test,0.998325515
X2686213_FILIP1L,Relapse,RelapseFree,20,20,-1.129765617,-2.306127693,37.94194739,0.026661389,-0.330550438,-0.021496562,3.1902015,3.366225,0,two.sided,Welch Two Sample t-test,0.998325515
X3444086_KLRK1,Relapse,RelapseFree,20,20,-1.215850208,-2.327863609,29.75718935,0.026910793,-0.529423072,-0.034507928,2.498274,2.7802395,0,two.sided,Welch Two Sample t-test,0.998325515
X3375041_GPR44,Relapse,RelapseFree,20,20,1.205221655,2.312331443,33.32157304,0.027075945,0.032441832,0.506155168,5.4094325,5.140134,0,two.sided,Welch Two Sample t-test,0.998325515
X3538555_PPM1A,Relapse,RelapseFree,20,20,1.342524578,2.306911705,34.09550043,0.027262311,0.050634145,0.799262855,5.9258905,5.500942,0,two.sided,Welch Two Sample t-test,0.998325515
X2433432_GJA5,Relapse,RelapseFree,20,20,-1.170990198,-2.315498951,31.42948222,0.027275457,-0.428203828,-0.027254172,2.778996,3.006725,0,two.sided,Welch Two Sample t-test,0.998325515
X2772341_UGT2B4,Relapse,RelapseFree,20,20,-1.221547107,-2.316776134,30.82336024,0.027333575,-0.542926425,-0.034492575,1.700693,1.9894025,0,two.sided,Welch Two Sample t-test,0.998325515
X3105581_CA3,Relapse,RelapseFree,20,20,1.116595386,2.297807102,36.81208663,0.027356417,0.018783168,0.299429832,4.737331,4.5782245,0,two.sided,Welch Two Sample t-test,0.998325515
X3890099_MC3R,Relapse,RelapseFree,20,20,1.320804554,2.300424887,35.64212465,0.027388049,0.04739747,0.75543653,3.7307645,3.3293475,0,two.sided,Welch Two Sample t-test,0.998325515
X4029152_PRKY,Relapse,RelapseFree,20,20,1.21082595,2.309616778,32.28901225,0.027453862,0.032670178,0.519312822,4.856379,4.5803875,0,two.sided,Welch Two Sample t-test,0.998325515
X3424442_TMTC2,Relapse,RelapseFree,20,20,1.253866716,2.295071527,36.81879749,0.027527815,0.038189636,0.614578364,5.147992,4.821608,0,two.sided,Welch Two Sample t-test,0.998325515
X2835715_GPX3,Relapse,RelapseFree,20,20,1.186510198,2.306367905,32.20963497,0.027673192,0.028878462,0.464570538,5.1558245,4.9091,0,two.sided,Welch Two Sample t-test,0.998325515
X3443985_CLEC1A,Relapse,RelapseFree,20,20,-1.133949978,-2.293565879,36.36864529,0.027697405,-0.341666166,-0.021047834,2.0987405,2.2800975,0,two.sided,Welch Two Sample t-test,0.998325515
X3350775_SIDT2,Relapse,RelapseFree,20,20,1.237720445,2.299411463,33.46713759,0.027853576,0.035590184,0.579780816,5.9233925,5.615707,0,two.sided,Welch Two Sample t-test,0.998325515
X2617752_ACVR2B,Relapse,RelapseFree,20,20,1.107822696,2.291997499,35.58841442,0.027930603,0.016956962,0.278497038,4.7078565,4.5601295,0,two.sided,Welch Two Sample t-test,0.998325515
X3512294_TSC22D1,Relapse,RelapseFree,20,20,1.348916457,2.285351691,37.99449626,0.027961825,0.049304255,0.814297745,6.829564,6.397763,0,two.sided,Welch Two Sample t-test,0.998325515
X2940595_CAGE1,Relapse,RelapseFree,20,20,-1.132542351,-2.291259859,35.47287069,0.027998008,-0.338587861,-0.020542139,1.8383335,2.0178985,0,two.sided,Welch Two Sample t-test,0.998325515
X3938215_CCDC116,Relapse,RelapseFree,20,20,1.11894374,2.283072325,37.69757804,0.028154954,0.018332725,0.305942275,4.709542,4.5474045,0,two.sided,Welch Two Sample t-test,0.998325515
X3963905_C22orf26,Relapse,RelapseFree,20,20,1.187187659,2.281753143,37.99936019,0.028193455,0.027920822,0.467175178,5.8441825,5.5966345,0,two.sided,Welch Two Sample t-test,0.998325515
X3990727_RAB33A,Relapse,RelapseFree,20,20,-1.15935388,-2.284812064,36.71673759,0.028200237,-0.402545311,-0.024096689,3.9142025,4.1275235,0,two.sided,Welch Two Sample t-test,0.998325515
X3317595_C11orf36,Relapse,RelapseFree,20,20,1.157450102,2.281134856,37.8360711,0.028258874,0.023715687,0.398184313,2.396302,2.185352,0,two.sided,Welch Two Sample t-test,0.998325515
X2717819_,Relapse,RelapseFree,20,20,1.188624069,2.283163782,36.58545058,0.02832868,0.027973358,0.470611642,4.2961815,4.046889,0,two.sided,Welch Two Sample t-test,0.998325515
X3430716_FICD,Relapse,RelapseFree,20,20,1.128820818,2.291551132,33.57276358,0.028333627,0.019709127,0.329923873,4.5303975,4.355581,0,two.sided,Welch Two Sample t-test,0.998325515
X2324097_PINK1,Relapse,RelapseFree,20,20,1.220720573,2.285504289,35.3465245,0.028390664,0.0322426,0.5432234,6.1842215,5.8964885,0,two.sided,Welch Two Sample t-test,0.998325515
X2950277_HLA.DMA,Relapse,RelapseFree,20,20,-1.277867276,-2.313623143,27.42050616,0.028414436,-0.667224649,-0.040251351,5.1406305,5.4943685,0,two.sided,Welch Two Sample t-test,0.998325515
X3928620_KRTAP11.1,Relapse,RelapseFree,20,20,1.158531282,2.28938402,33.49252431,0.028489023,0.023739586,0.400854414,3.7056865,3.4933895,0,two.sided,Welch Two Sample t-test,0.998325515
X2870397_PJA2,Relapse,RelapseFree,20,20,1.402344203,2.282316701,35.79686587,0.028518092,0.054254147,0.921426853,7.195816,6.7079755,0,two.sided,Welch Two Sample t-test,0.998325515
X2413633_CYB5RL,Relapse,RelapseFree,20,20,-1.088872475,-2.28626747,33.61024869,0.028667389,-0.232068686,-0.013601314,3.6336625,3.7564975,0,two.sided,Welch Two Sample t-test,0.998325515
X3770305_CD300C,Relapse,RelapseFree,20,20,1.155482172,2.299837377,29.67378099,0.028673284,0.023264522,0.393725478,5.749911,5.541416,0,two.sided,Welch Two Sample t-test,0.998325515
X3940470_CRYBB2,Relapse,RelapseFree,20,20,1.173262637,2.283364869,34.07725655,0.02876506,0.025369967,0.435682033,5.3674135,5.1368875,0,two.sided,Welch Two Sample t-test,0.998325515
X2421883_GBP1,Relapse,RelapseFree,20,20,-1.418489528,-2.299754235,29.33139036,0.028766179,-0.952671592,-0.056039408,5.379113,5.8834685,0,two.sided,Welch Two Sample t-test,0.998325515
X3558118_DHRS1,Relapse,RelapseFree,20,20,1.244192746,2.279111757,35.39231079,0.028798899,0.034549407,0.595870593,5.7781045,5.4628945,0,two.sided,Welch Two Sample t-test,0.998325515
X3138929_LRRC67,Relapse,RelapseFree,20,20,-1.200250885,-2.317071017,25.49160881,0.028808764,-0.497174664,-0.029497336,1.3852435,1.6485795,0,two.sided,Welch Two Sample t-test,0.998325515
X3571810_ABCD4,Relapse,RelapseFree,20,20,1.132754718,2.276935415,35.6796243,0.028890804,0.019603882,0.340067118,5.13851,4.9586745,0,two.sided,Welch Two Sample t-test,0.998325515
X2900195_ZNF165,Relapse,RelapseFree,20,20,1.180966876,2.278265213,35.02999315,0.028920044,0.026144823,0.453792177,3.9321485,3.69218,0,two.sided,Welch Two Sample t-test,0.998325515
X3476665_SCARB1,Relapse,RelapseFree,20,20,1.142670145,2.273365358,35.76481974,0.02911157,0.020719634,0.364098366,5.2933695,5.1009605,0,two.sided,Welch Two Sample t-test,0.998325515
X2771839_TMPRSS11D,Relapse,RelapseFree,20,20,-1.122082304,-2.281095374,32.62202033,0.029207433,-0.314458832,-0.017898168,2.088978,2.2551565,0,two.sided,Welch Two Sample t-test,0.998325515
X3387708_LOC100131541,Relapse,RelapseFree,20,20,1.639969518,2.265987909,37.78648155,0.029265535,0.075971201,1.351366799,4.1772545,3.4635855,0,two.sided,Welch Two Sample t-test,0.998325515
X3742212_ALOX15,Relapse,RelapseFree,20,20,1.111830605,2.266593728,37.30501493,0.029302184,0.016258648,0.289615352,4.0552365,3.9022995,0,two.sided,Welch Two Sample t-test,0.998325515
X2636062_C3orf52,Relapse,RelapseFree,20,20,1.348431748,2.300538159,27.22065668,0.029305979,0.046771135,0.815793865,6.229278,5.7979955,0,two.sided,Welch Two Sample t-test,0.998325515
X3538403_LRRC9,Relapse,RelapseFree,20,20,-1.150728909,-2.31730327,23.9725815,0.029346347,-0.382957632,-0.022138368,1.641466,1.844014,0,two.sided,Welch Two Sample t-test,0.998325515
X2890239_MGAT4B,Relapse,RelapseFree,20,20,1.207953567,2.265271757,37.56750933,0.029348438,0.028891067,0.516238933,6.1012345,5.8286695,0,two.sided,Welch Two Sample t-test,0.998325515
X2426734_AKNAD1,Relapse,RelapseFree,20,20,-1.120955883,-2.253243053,37.9939404,0.030097351,-0.312729151,-0.016729849,2.337226,2.5019555,0,two.sided,Welch Two Sample t-test,0.998325515
X3354879_HYLS1,Relapse,RelapseFree,20,20,-1.222591125,-2.250819837,37.99682287,0.030263821,-0.550717427,-0.029166573,3.8062245,4.0961665,0,two.sided,Welch Two Sample t-test,0.998325515
X3961496_MKL1,Relapse,RelapseFree,20,20,1.126620009,2.256710492,35.44086004,0.03029282,0.017339872,0.326662128,5.3220425,5.1500415,0,two.sided,Welch Two Sample t-test,0.998325515
X2835386_SLC6A7,Relapse,RelapseFree,20,20,1.096370564,2.248052274,37.46034935,0.03054207,0.013149245,0.252321755,4.7647435,4.632008,0,two.sided,Welch Two Sample t-test,0.998325515
X3841901_NLRP2,Relapse,RelapseFree,20,20,1.285666537,2.266520456,30.30249881,0.030716276,0.036003821,0.689029179,5.889137,5.5266205,0,two.sided,Welch Two Sample t-test,0.998325515
X2434971_RFX5,Relapse,RelapseFree,20,20,-1.181092126,-2.243668811,37.80252732,0.03079245,-0.456813003,-0.023429997,4.2863575,4.526479,0,two.sided,Welch Two Sample t-test,0.998325515
X3396003_SIAE,Relapse,RelapseFree,20,20,1.430435553,2.283802893,25.93393051,0.03081722,0.051563648,0.981345352,5.0384425,4.521988,0,two.sided,Welch Two Sample t-test,0.998325515
X4008427_NUDT11,Relapse,RelapseFree,20,20,-1.240459815,-2.249151482,35.12916325,0.030873144,-0.591437189,-0.030312811,3.0244055,3.3352805,0,two.sided,Welch Two Sample t-test,0.998325515
X2774971_ANTXR2,Relapse,RelapseFree,20,20,1.486663359,2.262639775,30.36661782,0.030966047,0.055978199,1.088177801,6.375354,5.803276,0,two.sided,Welch Two Sample t-test,0.998325515
X2598606_PECR,Relapse,RelapseFree,20,20,-1.232187666,-2.266261029,29.0348883,0.031064184,-0.573051239,-0.029392761,3.695884,3.997106,0,two.sided,Welch Two Sample t-test,0.998325515
X2604998_IQCA1,Relapse,RelapseFree,20,20,-1.12397621,-2.241915037,36.14241398,0.03119655,-0.321120933,-0.016102067,2.649289,2.8179005,0,two.sided,Welch Two Sample t-test,0.998325515
